latitude,longitude,B01.tiff,B02.tiff,B03.tiff,B04.tiff,B05.tiff,B06.tiff,B07.tiff,B08.tiff,B09.tiff,B10.tiff,B11.tiff,B12.tiff,B8A.tiff,N,P,K,Ca,Mg,S,B,Cu,Fe,Mn,Zn,Mo,Ni,Al,Se,Si,Na,Va,DRIS_N,DRIS_P,DRIS_K,DRIS_Ca,DRIS_Mg,DRIS_S,DRIS_B,DRIS_Cu,DRIS_Fe,DRIS_Mn,DRIS_Zn,IMS,IBN
-23.196515469536187,-54.43440429416171,0.1213,0.0964,0.0996,0.0744,0.1221,0.3293,0.4207,0.394,0.0499,0.0013,0.3119,0.1586,0.4505,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43431442274277,0.1212,0.0958,0.0995,0.0749,0.1219,0.3276,0.4196,0.3913,0.0499,0.0014,0.3105,0.1581,0.4501,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43422455132383,0.1212,0.0967,0.0999,0.0762,0.1221,0.3248,0.4168,0.3821,0.0498,0.0014,0.3092,0.1581,0.4483,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.434134679904886,0.1213,0.0957,0.1,0.0759,0.1219,0.3252,0.4174,0.3802,0.0498,0.0014,0.3091,0.1582,0.4483,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43404480848595,0.1213,0.0951,0.0991,0.0733,0.1218,0.3264,0.4184,0.3885,0.0498,0.0014,0.3098,0.1588,0.448,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43395493706701,0.1215,0.0958,0.0992,0.0749,0.1232,0.3223,0.4114,0.387,0.0497,0.0014,0.3116,0.162,0.4407,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.433865065648064,0.1216,0.0968,0.1005,0.0806,0.1261,0.3138,0.3978,0.3712,0.0497,0.0015,0.3143,0.1674,0.4273,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43377519422913,0.1217,0.097,0.102,0.0876,0.1286,0.3067,0.3861,0.3548,0.0496,0.0015,0.3165,0.1716,0.4165,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43368532281018,0.1219,0.0997,0.1033,0.093,0.1308,0.3013,0.3762,0.342,0.0495,0.0015,0.3181,0.1744,0.4087,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43359545139125,0.122,0.0997,0.1039,0.0953,0.132,0.2979,0.3704,0.3344,0.0495,0.0015,0.3194,0.1768,0.4041,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43350557997231,0.1222,0.1005,0.1039,0.0965,0.132,0.297,0.3708,0.3335,0.0494,0.0016,0.3205,0.179,0.4029,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43341570855336,0.1224,0.1004,0.1033,0.0965,0.132,0.2973,0.3722,0.3338,0.0494,0.0016,0.3213,0.1805,0.403,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.433325837134426,0.1226,0.099,0.103,0.0941,0.1326,0.2979,0.3711,0.3383,0.0493,0.0016,0.3219,0.1809,0.4034,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43323596571548,0.1227,0.0992,0.1033,0.0926,0.1333,0.2988,0.3707,0.3432,0.0493,0.0016,0.3223,0.1809,0.4041,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43314609429654,0.1229,0.0997,0.1035,0.0928,0.1335,0.2997,0.3734,0.3439,0.0492,0.0016,0.3228,0.1812,0.4044,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.4330562228776,0.123,0.0979,0.1032,0.0911,0.1333,0.3007,0.3773,0.3472,0.0492,0.0016,0.3231,0.1813,0.4049,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43296635145866,0.123,0.0984,0.1028,0.0899,0.1325,0.3015,0.379,0.3524,0.0491,0.0016,0.3229,0.1802,0.4062,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43287648003973,0.123,0.0988,0.1027,0.0891,0.1312,0.3024,0.3797,0.3546,0.0491,0.0016,0.3223,0.1785,0.4082,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43278660862078,0.123,0.0997,0.1029,0.0894,0.1305,0.3039,0.3805,0.3554,0.0491,0.0016,0.3219,0.1779,0.4106,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43269673720184,0.123,0.1001,0.103,0.0918,0.1303,0.3061,0.3813,0.3504,0.049,0.0016,0.3217,0.1784,0.4134,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.4326068657829,0.1229,0.0986,0.1035,0.0898,0.1302,0.3074,0.383,0.3513,0.049,0.0016,0.3212,0.1775,0.4158,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43251699436396,0.1228,0.0993,0.1026,0.0885,0.1303,0.3075,0.3858,0.3541,0.049,0.0016,0.3204,0.1748,0.4177,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.432427122945015,0.1228,0.098,0.1018,0.0859,0.1298,0.308,0.389,0.3593,0.049,0.0015,0.3195,0.1725,0.4194,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43233725152608,0.1228,0.0963,0.1014,0.0832,0.1281,0.3102,0.3935,0.3639,0.0491,0.0015,0.3182,0.171,0.4218,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.432247380107135,0.1227,0.0962,0.1006,0.0837,0.1267,0.3112,0.3953,0.3625,0.0491,0.0015,0.3173,0.1703,0.4226,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.4321575086882,0.1227,0.0967,0.1004,0.0846,0.1266,0.309,0.3912,0.3612,0.0492,0.0015,0.3176,0.171,0.4199,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.432067637269256,0.1226,0.0968,0.1017,0.085,0.1272,0.3055,0.3846,0.361,0.0493,0.0015,0.318,0.1723,0.4153,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43197776585031,0.1226,0.0973,0.103,0.0878,0.1283,0.3018,0.3779,0.3527,0.0493,0.0015,0.3176,0.1738,0.4095,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43188789443138,0.1226,0.0981,0.1019,0.0906,0.1296,0.2982,0.3713,0.3408,0.0492,0.0015,0.317,0.1755,0.4032,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43179802301243,0.1226,0.0976,0.1022,0.0907,0.1301,0.2961,0.3681,0.3368,0.0491,0.0014,0.3175,0.1771,0.3988,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.4317081515935,0.1227,0.0979,0.1029,0.0937,0.1301,0.2951,0.3677,0.3297,0.0489,0.0014,0.3186,0.1786,0.3962,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43161828017456,0.1227,0.0987,0.1033,0.0939,0.13,0.2959,0.3698,0.3315,0.0487,0.0014,0.3199,0.1795,0.3969,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43152840875561,0.1228,0.0988,0.1027,0.0937,0.13,0.2984,0.3747,0.3373,0.0484,0.0014,0.3214,0.1799,0.4009,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43143853733668,0.1229,0.0979,0.1027,0.0891,0.1302,0.3008,0.3783,0.3448,0.0481,0.0014,0.3231,0.1795,0.4053,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43134866591773,0.1231,0.0988,0.1025,0.0905,0.1311,0.3034,0.3807,0.3494,0.0477,0.0014,0.3259,0.1779,0.4104,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43125879449879,0.1232,0.0983,0.1032,0.0899,0.1309,0.3039,0.3807,0.3505,0.0472,0.0014,0.3256,0.1774,0.4125,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43116892307985,0.1235,0.0982,0.1037,0.0891,0.1263,0.3023,0.38,0.3538,0.0466,0.0014,0.3187,0.1785,0.4124,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43107905166091,0.1239,0.0967,0.1013,0.0829,0.126,0.2952,0.3708,0.3487,0.0459,0.0014,0.3125,0.1825,0.4019,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43098918024197,0.1243,0.0967,0.0977,0.0921,0.1409,0.2754,0.3399,0.3157,0.0451,0.0014,0.3128,0.1933,0.3663,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196515469536187,-54.43089930882303,0.1247,0.1028,0.1045,0.1293,0.1575,0.2544,0.3068,0.2685,0.0443,0.0014,0.3153,0.2044,0.3284,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.4388079936898,0.1296,0.1003,0.1003,0.1164,0.1548,0.2479,0.2948,0.2516,0.0407,0.0015,0.3202,0.2134,0.3182,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.438718122270856,0.1286,0.0994,0.101,0.1135,0.1413,0.2524,0.3058,0.2591,0.0415,0.0015,0.3151,0.2022,0.3294,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43862825085191,0.1275,0.1009,0.1042,0.1074,0.1367,0.2621,0.3214,0.2972,0.0424,0.0015,0.3179,0.1959,0.3477,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43853837943298,0.1265,0.1012,0.1045,0.0999,0.1378,0.2747,0.3396,0.3267,0.0433,0.0015,0.3267,0.1939,0.3702,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.438448508014034,0.1256,0.099,0.103,0.0939,0.1369,0.2844,0.3537,0.3369,0.0441,0.0015,0.3302,0.1914,0.3858,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43835863659509,0.1248,0.0995,0.1028,0.0926,0.1347,0.2916,0.3641,0.3416,0.0448,0.0015,0.3293,0.1889,0.3953,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43826876517616,0.1242,0.1001,0.1033,0.0937,0.1336,0.2948,0.3684,0.3414,0.0454,0.0015,0.3285,0.1873,0.3994,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43817889375721,0.1238,0.0999,0.1025,0.0944,0.134,0.2931,0.3654,0.3362,0.0458,0.0016,0.328,0.1867,0.397,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43808902233828,0.1236,0.1,0.1045,0.0938,0.1343,0.2913,0.3626,0.3378,0.0461,0.0016,0.3271,0.1861,0.3942,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43799915091933,0.1234,0.0997,0.1045,0.0938,0.1339,0.2908,0.3626,0.3365,0.0463,0.0016,0.3253,0.185,0.3929,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43790927950039,0.1234,0.0991,0.1029,0.0909,0.1336,0.2907,0.3625,0.3398,0.0465,0.0016,0.324,0.1843,0.3923,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43781940808145,0.1233,0.0994,0.1025,0.0903,0.134,0.2907,0.3611,0.3402,0.0467,0.0016,0.324,0.1845,0.3929,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43772953666251,0.1233,0.1,0.1037,0.0956,0.1343,0.2907,0.3597,0.33,0.0468,0.0016,0.3245,0.185,0.3936,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.437639665243566,0.1232,0.0998,0.1041,0.0984,0.1342,0.2897,0.3591,0.323,0.047,0.0016,0.3249,0.1851,0.3923,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43754979382463,0.1231,0.0994,0.1033,0.095,0.1337,0.2887,0.3595,0.3277,0.0472,0.0016,0.3253,0.1848,0.3909,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43745992240569,0.1231,0.0987,0.1025,0.0933,0.133,0.291,0.363,0.3385,0.0473,0.0015,0.3246,0.1836,0.3936,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43737005098675,0.1231,0.0984,0.1031,0.0888,0.132,0.2953,0.3687,0.3485,0.0474,0.0015,0.3232,0.1818,0.399,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43728017956781,0.123,0.0987,0.1025,0.0857,0.1312,0.2978,0.3726,0.3541,0.0475,0.0015,0.3229,0.1805,0.4034,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.437190308148864,0.123,0.0984,0.1026,0.0873,0.1307,0.2986,0.3745,0.3521,0.0477,0.0015,0.3235,0.1797,0.4069,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43710043672993,0.123,0.0988,0.1026,0.0893,0.1296,0.3015,0.3786,0.3497,0.0478,0.0015,0.323,0.1781,0.4119,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.437010565310985,0.123,0.098,0.1021,0.0881,0.1275,0.3076,0.3868,0.353,0.0479,0.0015,0.3206,0.1753,0.4195,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43692069389204,0.123,0.0974,0.1013,0.0853,0.1262,0.3119,0.3931,0.3594,0.0481,0.0015,0.3189,0.1731,0.4248,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43683082247311,0.123,0.0974,0.1006,0.0831,0.1264,0.3127,0.3957,0.3617,0.0483,0.0015,0.3192,0.1718,0.4262,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.43674095105416,0.1231,0.0979,0.1012,0.0844,0.1272,0.3118,0.3955,0.361,0.0484,0.0015,0.3201,0.1714,0.4253,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
-23.196597920345173,-54.436651079635226,0.1231,0.0985,0.1026,0.0882,0.1278,0.3091,0.3908,0.3592,0.0485,0.0015,0.321,0.1728,0.4209,54.5,3.93,21.08,11.03,4.48,2.89,48.15,8.46,111.81,68.79,25.75,2.0,0.76,133.94,2.79,899.95,25.45,0.51,-0.14,0.39,0.16,0.51,1.63,0.25,0.73,-3.91,0.88,0.33,-0.66,-0.16,9.75
